REVENUE,CROSS_SELL_SUCCESS,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED
1431.00,1,29.00,9.00,5.00,10.00,95.16,1.00,5.00,0.00,1.00,5.00,2.00,50.00,2.00,2.00,1.00,0.00,107.60,3.00,1.00,3.00,13.00,176.00
1470.00,1,36.00,6.00,8.00,10.00,126.12,1.00,2.00,0.00,1.00,6.00,2.00,0.00,2.00,0.00,1.00,1.00,105.50,3.00,1.00,3.00,14.00,0.00
1200.00,1,112.00,3.00,7.00,7.00,64.00,0.00,7.00,0.00,1.00,5.00,2.00,7.00,5.00,0.00,0.00,0.00,102.70,3.00,1.00,1.00,15.00,0.00
1530.00,1,37.00,6.00,5.00,3.00,80.12,1.00,3.00,0.00,1.00,7.00,1.00,0.00,1.00,1.00,0.00,0.00,130.60,3.00,0.00,2.00,15.00,0.00
1770.00,1,41.00,2.00,5.00,7.00,110.12,1.00,0.00,0.00,1.00,5.00,1.00,38.00,4.00,4.00,0.00,0.00,135.70,3.00,1.00,2.00,17.00,84.00
2075.00,1,70.00,5.00,9.00,10.00,53.30,1.00,1.00,0.00,0.00,5.00,2.00,34.00,0.00,2.00,0.00,0.00,155.00,3.00,0.00,3.00,13.00,0.00
2205.00,1,45.00,1.00,4.00,3.00,29.00,1.00,2.00,0.00,1.00,5.00,0.00,0.00,3.00,0.00,0.00,0.00,111.20,3.00,0.00,3.00,13.00,0.00
4192.50,1,69.00,5.00,10.00,6.00,43.19,1.00,1.00,0.00,1.00,6.00,1.00,1.00,0.00,1.00,0.00,0.00,170.90,3.00,1.00,3.00,15.00,60.00
2187.50,1,66.00,1.00,5.00,3.00,54.00,1.00,0.00,0.00,1.00,5.00,2.00,12.00,3.00,2.00,0.00,0.00,108.90,3.00,1.00,2.00,17.00,0.00
1700.00,1,45.00,2.00,10.00,10.00,39.96,1.00,2.00,0.00,1.00,6.00,1.00,13.00,0.00,0.00,0.00,0.00,108.80,3.00,0.00,3.00,14.00,0.00
2512.50,1,54.00,6.00,7.00,9.00,161.96,1.00,1.00,0.00,1.00,5.00,2.00,8.00,4.00,8.00,1.00,0.00,149.40,3.00,1.00,3.00,15.00,0.00
1800.00,1,52.00,7.00,8.00,4.00,49.70,1.00,3.00,0.00,1.00,6.00,1.00,0.00,1.00,1.00,0.00,0.00,128.00,3.00,0.00,3.00,11.00,0.00
2537.50,1,34.00,1.00,7.00,1.00,40.00,1.00,3.00,0.00,0.00,5.00,1.00,3.00,0.00,2.00,0.00,0.00,133.20,3.00,0.00,3.00,14.00,0.00
1300.00,1,94.00,4.00,6.00,4.00,96.58,1.00,2.00,0.00,1.00,6.00,2.00,0.00,3.00,3.00,0.00,0.00,87.40,3.00,0.00,2.00,17.00,0.00
3729.25,1,81.00,1.00,5.00,10.00,54.00,1.00,1.00,0.00,1.00,6.00,2.00,14.00,3.00,1.00,0.00,0.00,136.90,3.00,0.00,3.00,15.00,0.00
1300.00,1,111.00,3.00,4.00,3.00,97.00,1.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,9.00,1.00,0.00,86.40,3.00,0.00,3.00,14.00,0.00
2955.00,1,111.00,3.00,8.00,2.00,102.80,1.00,2.00,0.00,1.00,4.00,1.00,6.00,0.00,3.00,0.00,0.00,164.60,3.00,1.00,3.00,12.00,186.00
1340.00,1,46.00,3.00,6.00,2.00,64.00,0.00,1.00,0.00,1.00,6.00,2.00,1.00,4.00,3.00,0.00,0.00,113.20,3.00,0.00,2.00,16.00,0.00
1060.00,1,11.00,4.00,11.00,7.00,20.69,1.00,1.00,0.00,1.00,5.00,1.00,0.00,0.00,5.00,0.00,0.00,98.70,3.00,0.00,2.00,17.00,127.00
1300.00,1,68.00,9.00,5.00,7.00,135.74,1.00,1.00,1.00,0.00,6.00,2.00,13.00,8.00,5.00,0.00,0.00,95.00,3.00,0.00,3.00,12.00,0.00
1480.00,1,40.00,5.00,4.00,9.00,40.75,1.00,4.00,0.00,1.00,6.00,1.00,14.00,4.00,2.00,1.00,0.00,107.20,3.00,0.00,3.00,13.00,80.00
1210.00,1,30.00,3.00,5.00,4.00,13.12,1.00,1.00,0.00,1.00,6.00,2.00,0.00,2.00,5.00,0.00,0.00,122.90,3.00,1.00,3.00,14.00,0.00
1150.00,1,31.00,4.00,7.00,1.00,87.60,1.00,0.00,0.00,1.00,5.00,1.00,15.00,0.00,0.00,0.00,0.00,102.80,3.00,1.00,3.00,13.00,0.00
1986.25,0,34.00,1.00,6.00,4.00,98.00,1.00,4.00,1.00,1.00,6.00,2.00,2.00,0.00,9.00,1.00,0.00,114.20,3.00,1.00,2.00,16.00,82.00
1100.00,0,32.00,9.00,6.00,4.00,34.00,1.00,1.00,0.00,1.00,6.00,2.00,30.00,0.00,7.00,0.00,0.00,128.40,3.00,0.00,2.00,16.00,0.00
830.00,0,15.00,4.00,12.00,3.00,106.25,0.00,0.00,1.00,1.00,6.00,2.00,3.00,0.00,7.00,0.00,0.00,83.50,3.00,0.00,2.00,17.00,0.00
1215.00,0,29.00,3.00,5.00,3.00,90.71,1.00,1.00,0.00,0.00,5.00,2.00,0.00,8.00,2.00,1.00,1.00,107.30,3.00,0.00,2.00,17.00,0.00
1112.00,0,33.00,8.00,4.00,6.00,122.35,0.00,0.00,0.00,1.00,5.00,1.00,40.00,0.00,0.00,0.00,0.00,86.40,3.00,0.00,3.00,14.00,0.00
1430.00,0,33.00,3.00,5.00,2.00,80.12,0.00,0.00,2.00,1.00,5.00,2.00,0.00,2.00,1.00,0.00,0.00,92.30,3.00,1.00,2.00,16.00,0.00
3937.50,0,158.00,7.00,9.00,5.00,119.27,1.00,4.00,0.00,0.00,6.00,2.00,3.00,0.00,5.00,1.00,0.00,213.20,3.00,1.00,3.00,14.00,0.00
1350.00,0,61.00,2.00,4.00,4.00,103.54,1.00,0.00,0.00,0.00,4.00,1.00,14.00,0.00,8.00,1.00,1.00,110.50,3.00,0.00,2.00,15.00,143.00
1455.00,0,46.00,8.00,6.00,4.00,28.75,0.00,3.00,0.00,1.00,6.00,1.00,40.00,1.00,1.00,1.00,0.00,107.20,3.00,0.00,3.00,12.00,80.00
1455.00,0,51.00,7.00,6.00,6.00,92.07,1.00,0.00,0.00,0.00,6.00,1.00,34.00,0.00,7.00,0.00,0.00,105.30,3.00,0.00,2.00,18.00,54.00
1130.00,0,29.00,4.00,7.00,2.00,96.00,1.00,1.00,2.00,0.00,6.00,2.00,11.00,6.00,1.00,0.00,0.00,121.60,3.00,0.00,2.00,15.00,200.00
1740.00,0,61.00,8.00,9.00,9.00,29.45,1.00,0.00,0.00,1.00,5.00,2.00,11.00,3.00,2.00,1.00,1.00,144.10,3.00,0.00,3.00,14.00,456.00
2243.50,0,38.00,1.00,6.00,3.00,54.00,1.00,1.00,0.00,1.00,5.00,2.00,0.00,0.00,1.00,0.00,0.00,89.40,3.00,0.00,2.00,16.00,0.00
1470.00,0,72.00,3.00,6.00,4.00,105.00,1.00,3.00,0.00,0.00,6.00,1.00,1.00,3.00,3.00,0.00,0.00,111.30,3.00,1.00,2.00,16.00,0.00
640.00,0,13.00,9.00,12.00,2.00,114.92,0.00,1.00,0.00,0.00,5.00,1.00,12.00,2.00,1.00,0.00,0.00,112.00,3.00,0.00,3.00,12.00,0.00
2000.00,0,63.00,7.00,5.00,10.00,40.03,0.00,4.00,0.00,1.00,6.00,2.00,22.00,0.00,1.00,1.00,0.00,130.20,3.00,1.00,3.00,12.00,182.00
3780.00,0,274.00,5.00,9.00,6.00,50.65,0.00,1.00,0.00,1.00,6.00,2.00,3.00,0.00,7.00,0.00,0.00,163.80,3.00,1.00,3.00,15.00,260.00
1330.00,0,35.00,8.00,6.00,10.00,70.20,1.00,0.00,0.00,1.00,6.00,2.00,12.00,0.00,2.00,0.00,0.00,91.40,3.00,0.00,2.00,14.00,32.00
1440.00,0,43.00,3.00,6.00,8.00,89.80,1.00,0.00,0.00,1.00,7.00,1.00,5.00,0.00,1.00,1.00,1.00,88.40,3.00,0.00,3.00,12.00,0.00
2406.25,0,38.00,1.00,6.00,9.00,54.00,1.00,4.00,0.00,1.00,6.00,2.00,38.00,0.00,4.00,0.00,0.00,96.40,3.00,1.00,3.00,14.00,56.00
1790.00,0,149.00,5.00,7.00,3.00,107.00,1.00,1.00,0.00,1.00,6.00,1.00,31.00,2.00,0.00,0.00,0.00,120.00,3.00,0.00,1.00,19.00,0.00
1530.00,0,77.00,3.00,5.00,4.00,79.32,1.00,0.00,2.00,1.00,5.00,1.00,0.00,0.00,2.00,0.00,0.00,129.70,3.00,1.00,3.00,13.00,650.00
3235.75,0,73.00,1.00,7.00,3.00,37.00,0.00,2.00,0.00,1.00,5.00,2.00,21.00,1.00,1.00,0.00,0.00,120.00,3.00,0.00,3.00,13.00,0.00
1290.00,0,48.00,5.00,5.00,9.00,63.70,0.00,1.00,1.00,0.00,6.00,1.00,2.00,0.00,14.00,0.00,0.00,112.00,3.00,0.00,3.00,14.00,0.00
3196.50,0,64.00,3.00,4.00,7.00,199.50,1.00,0.00,1.00,1.00,5.00,1.00,8.00,9.00,3.00,0.00,0.00,151.80,3.00,2.00,1.00,17.00,0.00
1805.00,0,57.00,2.00,7.00,1.00,127.51,1.00,0.00,0.00,0.00,6.00,2.00,0.00,3.00,1.00,0.00,0.00,144.20,3.00,0.00,3.00,14.00,0.00
1400.00,0,64.00,7.00,4.00,8.00,85.00,1.00,1.00,0.00,1.00,7.00,2.00,0.00,3.00,4.00,0.00,0.00,149.90,3.00,1.00,4.00,9.00,0.00
1095.00,0,13.00,2.00,11.00,4.00,67.00,1.00,1.00,0.00,1.00,6.00,1.00,50.00,0.00,0.00,0.00,0.00,89.40,3.00,0.00,2.00,14.00,0.00
1200.00,0,32.00,8.00,6.00,10.00,80.35,1.00,2.00,0.00,1.00,4.00,2.00,31.00,4.00,3.00,0.00,0.00,91.20,3.00,0.00,2.00,16.00,0.00
1205.00,0,26.00,2.00,6.00,9.00,58.90,1.00,1.00,2.00,1.00,6.00,2.00,12.00,0.00,1.00,1.00,0.00,81.60,3.00,0.00,2.00,16.00,0.00
3457.50,0,202.00,8.00,6.00,10.00,90.66,1.00,4.00,0.00,0.00,5.00,2.00,4.00,0.00,3.00,0.00,0.00,149.40,3.00,1.00,3.00,14.00,0.00
3075.00,0,231.00,9.00,8.00,9.00,116.24,1.00,2.00,0.00,1.00,5.00,2.00,0.00,5.00,1.00,1.00,1.00,168.50,3.00,1.00,4.00,10.00,298.00
1570.00,0,39.00,7.00,8.00,7.00,109.20,1.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00,2.00,0.00,0.00,125.30,3.00,1.00,2.00,17.00,212.00
1400.00,0,53.00,6.00,6.00,6.00,89.00,1.00,1.00,0.00,0.00,5.00,1.00,0.00,0.00,3.00,1.00,0.00,113.60,3.00,1.00,2.00,17.00,0.00
1220.00,0,26.00,4.00,4.00,2.00,93.79,1.00,2.00,0.00,1.00,6.00,2.00,0.00,0.00,6.00,0.00,0.00,86.40,3.00,0.00,2.00,17.00,0.00
1230.00,0,36.00,8.00,5.00,7.00,80.60,1.00,0.00,0.00,0.00,6.00,2.00,8.00,4.00,8.00,1.00,0.00,86.40,3.00,0.00,3.00,12.00,0.00
1630.00,0,91.00,3.00,5.00,10.00,146.30,1.00,4.00,0.00,0.00,5.00,2.00,10.00,0.00,3.00,0.00,0.00,155.80,3.00,0.00,3.00,12.00,0.00
1915.00,0,79.00,3.00,8.00,3.00,41.05,1.00,5.00,1.00,1.00,6.00,1.00,7.00,0.00,4.00,1.00,0.00,128.00,3.00,0.00,3.00,15.00,0.00
1435.00,0,39.00,7.00,8.00,2.00,68.00,0.00,0.00,0.00,1.00,5.00,1.00,8.00,0.00,2.00,0.00,0.00,115.80,3.00,0.00,1.00,19.00,0.00
995.00,0,13.00,4.00,11.00,3.00,82.20,1.00,0.00,0.00,0.00,5.00,1.00,8.00,0.00,3.00,1.00,0.00,79.20,3.00,0.00,2.00,16.00,0.00
1295.00,0,70.00,8.00,5.00,10.00,97.50,1.00,0.00,1.00,0.00,5.00,2.00,0.00,4.00,2.00,1.00,0.00,121.60,3.00,0.00,2.00,15.00,0.00
1241.00,0,29.00,7.00,6.00,1.00,100.16,1.00,2.00,0.00,1.00,5.00,1.00,9.00,4.00,4.00,0.00,0.00,102.00,3.00,0.00,2.00,16.00,0.00
1938.00,0,122.00,5.00,7.00,10.00,35.84,1.00,1.00,1.00,1.00,5.00,2.00,0.00,0.00,6.00,0.00,0.00,156.50,3.00,0.00,3.00,12.00,36.00
800.00,0,14.00,8.00,11.00,3.00,78.04,1.00,1.00,0.00,1.00,5.00,1.00,7.00,1.00,8.00,0.00,0.00,86.10,3.00,0.00,3.00,13.00,0.00
1300.00,0,31.00,7.00,7.00,7.00,95.67,1.00,0.00,0.00,1.00,5.00,1.00,43.00,0.00,5.00,0.00,0.00,83.80,3.00,0.00,2.00,18.00,0.00
1220.00,0,89.00,5.00,7.00,4.00,105.68,0.00,0.00,0.00,0.00,5.00,2.00,10.00,0.00,4.00,0.00,0.00,96.00,3.00,0.00,2.00,15.00,0.00
1302.00,0,57.00,8.00,7.00,10.00,94.00,1.00,6.00,0.00,1.00,5.00,2.00,0.00,1.00,2.00,1.00,0.00,93.80,3.00,0.00,2.00,17.00,0.00
1150.00,0,33.00,6.00,3.00,3.00,59.20,1.00,3.00,0.00,1.00,5.00,1.00,13.00,0.00,0.00,0.00,0.00,99.50,3.00,0.00,2.00,15.00,0.00
1440.00,0,40.00,5.00,3.00,8.00,100.00,1.00,1.00,0.00,0.00,6.00,2.00,8.00,9.00,2.00,0.00,0.00,90.40,3.00,0.00,4.00,10.00,0.00
1270.00,0,30.00,6.00,5.00,9.00,82.50,1.00,2.00,0.00,1.00,6.00,2.00,3.00,0.00,3.00,1.00,1.00,110.70,3.00,0.00,2.00,16.00,0.00
809.00,0,13.00,9.00,11.00,9.00,49.50,0.00,3.00,0.00,1.00,5.00,2.00,4.00,7.00,2.00,1.00,1.00,104.90,3.00,0.00,2.00,16.00,0.00
1470.00,0,43.00,6.00,6.00,9.00,101.70,1.00,1.00,0.00,1.00,6.00,2.00,0.00,3.00,4.00,0.00,0.00,102.60,3.00,0.00,3.00,13.00,0.00
2605.50,0,77.00,6.00,8.00,5.00,101.24,1.00,0.00,1.00,0.00,5.00,2.00,15.00,0.00,2.00,0.00,0.00,125.40,3.00,0.00,4.00,9.00,140.00
1565.00,0,43.00,5.00,4.00,3.00,190.55,1.00,0.00,0.00,1.00,6.00,1.00,3.00,0.00,4.00,0.00,0.00,133.80,3.00,1.00,3.00,13.00,100.00
790.00,0,15.00,3.00,12.00,7.00,91.00,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,5.00,0.00,0.00,109.60,3.00,0.00,1.00,18.00,0.00
3435.00,0,278.00,13.00,6.00,4.00,127.00,1.00,0.00,0.00,0.00,6.00,2.00,5.00,0.00,1.00,0.00,0.00,164.40,3.00,1.00,3.00,14.00,145.00
1379.00,0,79.00,6.00,3.00,2.00,203.03,1.00,0.00,0.00,0.00,6.00,2.00,7.00,0.00,11.00,1.00,0.00,89.20,3.00,0.00,2.00,16.00,47.00
2662.50,0,188.00,3.00,8.00,8.00,82.96,1.00,0.00,1.00,1.00,6.00,2.00,8.00,0.00,0.00,1.00,0.00,141.80,3.00,1.00,3.00,13.00,150.00
1415.00,0,34.00,3.00,6.00,2.00,78.36,1.00,0.00,0.00,1.00,6.00,1.00,12.00,7.00,2.00,0.00,0.00,89.40,3.00,1.00,3.00,12.00,0.00
1325.00,0,42.00,2.00,3.00,10.00,76.80,1.00,0.00,0.00,1.00,5.00,1.00,3.00,0.00,1.00,0.00,0.00,97.00,3.00,0.00,3.00,11.00,0.00
1390.00,0,40.00,5.00,4.00,10.00,104.00,1.00,0.00,1.00,1.00,5.00,1.00,21.00,2.00,13.00,0.00,0.00,110.90,3.00,0.00,2.00,18.00,82.00
1200.00,0,62.00,3.00,4.00,8.00,123.80,0.00,2.00,0.00,0.00,6.00,2.00,2.00,2.00,2.00,1.00,1.00,105.30,3.00,0.00,1.00,16.00,0.00
1487.50,0,14.00,1.00,12.00,8.00,109.20,0.00,1.00,0.00,1.00,6.00,2.00,3.00,1.00,0.00,0.00,0.00,75.90,3.00,0.00,3.00,13.00,0.00
1650.00,0,61.00,3.00,8.00,5.00,49.00,1.00,0.00,0.00,0.00,5.00,2.00,34.00,3.00,2.00,0.00,0.00,122.40,3.00,0.00,3.00,11.00,425.00
1800.00,0,51.00,8.00,8.00,4.00,52.95,1.00,3.00,0.00,0.00,5.00,2.00,5.00,3.00,0.00,0.00,0.00,133.70,3.00,1.00,3.00,14.00,0.00
1285.00,0,93.00,4.00,5.00,3.00,87.64,1.00,0.00,0.00,1.00,6.00,2.00,13.00,0.00,3.00,0.00,0.00,113.30,3.00,0.00,3.00,13.00,0.00
1430.00,0,43.00,6.00,5.00,4.00,258.95,1.00,0.00,0.00,1.00,5.00,2.00,32.00,2.00,2.00,0.00,0.00,147.30,3.00,2.00,2.00,16.00,0.00
1150.00,0,60.00,7.00,4.00,8.00,58.00,1.00,1.00,0.00,1.00,5.00,2.00,15.00,0.00,6.00,0.00,0.00,78.90,3.00,0.00,2.00,16.00,0.00
1380.00,0,40.00,9.00,6.00,5.00,80.72,1.00,0.00,0.00,0.00,5.00,1.00,6.00,0.00,3.00,0.00,0.00,99.00,3.00,0.00,3.00,13.00,0.00
1520.00,0,118.00,3.00,5.00,4.00,101.70,0.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,4.00,0.00,0.00,159.50,3.00,0.00,3.00,15.00,0.00
1925.00,0,26.00,1.00,4.00,6.00,94.77,1.00,1.00,0.00,1.00,5.00,2.00,10.00,0.00,2.00,0.00,0.00,89.20,3.00,0.00,2.00,17.00,65.00
2975.00,0,50.00,1.00,6.00,6.00,49.00,1.00,1.00,0.00,0.00,6.00,2.00,7.00,0.00,1.00,0.00,0.00,140.40,3.00,0.00,3.00,13.00,216.00
1289.00,0,131.00,3.00,5.00,3.00,89.00,0.00,0.00,0.00,1.00,6.00,1.00,20.00,1.00,2.00,0.00,0.00,105.00,3.00,0.00,2.00,17.00,0.00
2537.50,0,40.00,1.00,5.00,10.00,30.00,1.00,0.00,0.00,0.00,6.00,2.00,18.00,3.00,2.00,0.00,0.00,104.00,3.00,0.00,3.00,12.00,0.00
1150.00,0,33.00,3.00,3.00,6.00,89.50,0.00,5.00,0.00,0.00,5.00,1.00,11.00,3.00,5.00,0.00,0.00,89.00,3.00,0.00,2.00,15.00,0.00
1160.00,0,35.00,7.00,4.00,8.00,84.92,1.00,0.00,0.00,0.00,5.00,2.00,0.00,2.00,4.00,0.00,0.00,91.00,3.00,0.00,3.00,12.00,0.00
1840.00,0,142.00,7.00,7.00,3.00,61.58,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2.00,1.00,0.00,133.70,3.00,1.00,3.00,13.00,0.00
1760.00,0,46.00,5.00,4.00,9.00,72.24,0.00,0.00,0.00,0.00,5.00,2.00,14.00,4.00,8.00,0.00,0.00,113.20,3.00,0.00,3.00,15.00,0.00
1275.00,0,31.00,8.00,4.00,8.00,76.00,1.00,0.00,0.00,1.00,6.00,1.00,8.00,0.00,0.00,1.00,0.00,104.00,3.00,0.00,3.00,12.00,0.00
2895.00,0,111.00,3.00,8.00,8.00,397.04,1.00,0.00,2.00,1.00,5.00,2.00,44.00,0.00,2.00,1.00,0.00,136.30,3.00,2.00,3.00,15.00,0.00
1349.00,0,57.00,5.00,6.00,3.00,67.52,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,6.00,0.00,0.00,85.80,3.00,0.00,3.00,12.00,0.00
1625.00,0,39.00,4.00,7.00,1.00,146.49,0.00,0.00,0.00,1.00,6.00,2.00,3.00,0.00,1.00,0.00,0.00,119.10,3.00,1.00,3.00,11.00,0.00
1200.00,0,62.00,2.00,8.00,9.00,65.00,1.00,1.00,0.00,1.00,6.00,1.00,14.00,7.00,0.00,1.00,0.00,109.00,3.00,0.00,2.00,17.00,0.00
1280.00,0,93.00,2.00,6.00,9.00,59.28,1.00,2.00,0.00,0.00,5.00,2.00,3.00,0.00,4.00,1.00,0.00,95.80,3.00,1.00,3.00,12.00,0.00
1205.00,0,41.00,8.00,5.00,2.00,228.73,1.00,2.00,2.00,1.00,6.00,1.00,0.00,0.00,3.00,1.00,0.00,86.40,3.00,0.00,3.00,14.00,0.00
2450.00,0,34.00,1.00,7.00,5.00,55.00,1.00,1.00,0.00,0.00,6.00,1.00,10.00,0.00,13.00,0.00,0.00,90.70,3.00,0.00,2.00,14.00,76.00
1395.00,0,116.00,6.00,6.00,4.00,41.35,0.00,1.00,0.00,1.00,5.00,2.00,50.00,0.00,4.00,1.00,0.00,104.90,3.00,0.00,2.00,16.00,149.00
1080.00,0,13.00,7.00,12.00,3.00,78.82,0.00,1.00,0.00,1.00,7.00,1.00,21.00,0.00,1.00,0.00,0.00,133.70,3.00,0.00,2.00,16.00,0.00
960.00,0,15.00,8.00,12.00,3.00,100.23,1.00,0.00,0.00,1.00,6.00,1.00,2.00,0.00,1.00,0.00,0.00,98.70,3.00,0.00,2.00,17.00,504.00
800.00,0,13.00,4.00,11.00,3.00,118.80,0.00,1.00,0.00,1.00,5.00,1.00,4.00,0.00,0.00,0.00,0.00,92.40,3.00,0.00,2.00,17.00,0.00
1539.00,0,72.00,5.00,4.00,6.00,78.92,1.00,0.00,0.00,1.00,5.00,2.00,6.00,0.00,0.00,0.00,0.00,119.90,3.00,0.00,3.00,14.00,0.00
3840.00,0,87.00,4.00,7.00,7.00,35.09,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,3.00,0.00,0.00,155.70,3.00,1.00,3.00,13.00,260.00
1820.00,0,15.00,1.00,11.00,10.00,69.01,1.00,0.00,0.00,0.00,5.00,2.00,2.00,0.00,0.00,0.00,0.00,109.10,3.00,1.00,2.00,15.00,88.00
1180.00,0,56.00,7.00,4.00,6.00,74.20,1.00,1.00,0.00,1.00,6.00,1.00,9.00,0.00,1.00,1.00,0.00,107.70,3.00,2.00,2.00,17.00,0.00
639.00,0,13.00,7.00,12.00,3.00,90.00,1.00,0.00,0.00,1.00,6.00,1.00,11.00,0.00,0.00,0.00,0.00,66.00,3.00,0.00,1.00,19.00,0.00
1100.00,0,91.00,3.00,6.00,7.00,97.50,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,9.00,0.00,0.00,98.40,3.00,0.00,2.00,15.00,164.00
1239.00,0,74.00,8.00,6.00,1.00,68.40,1.00,1.00,0.00,1.00,6.00,2.00,14.00,1.00,1.00,0.00,0.00,104.00,3.00,0.00,3.00,13.00,0.00
1195.00,0,75.00,5.00,5.00,3.00,120.79,1.00,0.00,0.00,0.00,6.00,1.00,11.00,0.00,0.00,0.00,0.00,94.50,3.00,1.00,2.00,15.00,0.00
1487.50,0,13.00,1.00,11.00,5.00,59.10,0.00,0.00,0.00,1.00,5.00,1.00,4.00,0.00,4.00,1.00,0.00,87.60,3.00,0.00,2.00,14.00,0.00
1320.00,0,33.00,2.00,8.00,3.00,76.00,1.00,3.00,0.00,0.00,6.00,1.00,1.00,1.00,4.00,0.00,0.00,97.20,3.00,1.00,2.00,17.00,0.00
2803.50,0,41.00,1.00,4.00,1.00,41.00,1.00,0.00,0.00,1.00,5.00,1.00,0.00,2.00,0.00,1.00,0.00,137.30,3.00,2.00,3.00,14.00,0.00
1155.00,0,42.00,2.00,6.00,7.00,78.16,1.00,1.00,0.00,0.00,5.00,2.00,9.00,0.00,4.00,0.00,0.00,109.30,3.00,0.00,2.00,16.00,0.00
440.00,0,14.00,3.00,12.00,3.00,89.92,1.00,2.00,1.00,1.00,5.00,3.00,6.00,0.00,1.00,1.00,0.00,79.70,3.00,0.00,1.00,16.00,0.00
1820.00,0,47.00,6.00,9.00,8.00,51.40,1.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,4.00,0.00,0.00,117.90,3.00,0.00,3.00,13.00,0.00
1845.00,0,45.00,7.00,6.00,2.00,52.22,1.00,0.00,0.00,1.00,6.00,2.00,0.00,4.00,2.00,0.00,0.00,130.60,3.00,1.00,3.00,12.00,135.00
1295.00,0,43.00,9.00,4.00,8.00,113.00,1.00,0.00,1.00,0.00,6.00,2.00,1.00,2.00,3.00,0.00,0.00,104.00,3.00,0.00,2.00,14.00,0.00
855.00,0,14.00,4.00,12.00,2.00,159.34,1.00,0.00,0.00,1.00,5.00,1.00,3.00,0.00,0.00,0.00,0.00,109.20,3.00,0.00,2.00,14.00,0.00
1715.00,0,40.00,3.00,8.00,2.00,97.76,1.00,2.00,0.00,0.00,6.00,2.00,0.00,0.00,4.00,0.00,0.00,134.10,3.00,1.00,3.00,11.00,0.00
1240.00,0,43.00,9.00,5.00,5.00,12.00,1.00,1.00,1.00,0.00,6.00,1.00,2.00,0.00,1.00,0.00,0.00,122.90,3.00,1.00,3.00,14.00,0.00
6168.75,0,72.00,1.00,8.00,6.00,56.00,1.00,1.00,0.00,1.00,6.00,1.00,8.00,0.00,3.00,1.00,0.00,131.00,3.00,1.00,3.00,12.00,179.00
1050.00,0,14.00,4.00,12.00,10.00,18.74,0.00,2.00,0.00,1.00,5.00,2.00,51.00,0.00,4.00,1.00,0.00,98.80,3.00,0.00,2.00,17.00,0.00
1205.00,0,83.00,8.00,5.00,8.00,85.00,1.00,0.00,0.00,0.00,5.00,1.00,14.00,6.00,0.00,0.00,0.00,86.40,3.00,0.00,3.00,15.00,0.00
1620.00,0,104.00,4.00,7.00,5.00,45.00,1.00,0.00,2.00,0.00,6.00,2.00,14.00,0.00,0.00,0.00,0.00,120.40,3.00,0.00,3.00,15.00,320.00
1570.00,0,33.00,6.00,4.00,8.00,55.00,1.00,0.00,0.00,0.00,5.00,2.00,9.00,0.00,4.00,0.00,0.00,149.70,3.00,0.00,2.00,15.00,0.00
1339.00,0,40.00,5.00,5.00,5.00,68.00,1.00,1.00,0.00,1.00,6.00,1.00,34.00,0.00,13.00,1.00,0.00,76.80,3.00,0.00,2.00,18.00,0.00
2070.00,0,68.00,3.00,7.00,4.00,150.53,0.00,5.00,0.00,1.00,4.00,2.00,0.00,0.00,4.00,0.00,0.00,146.30,3.00,0.00,3.00,14.00,0.00
2143.75,0,41.00,1.00,7.00,3.00,30.00,1.00,2.00,0.00,0.00,5.00,2.00,14.00,0.00,0.00,0.00,0.00,97.20,3.00,0.00,2.00,16.00,0.00
3547.50,0,152.00,3.00,7.00,5.00,41.23,1.00,0.00,0.00,0.00,6.00,2.00,37.00,3.00,2.00,0.00,0.00,159.30,3.00,1.00,3.00,13.00,0.00
1292.00,0,64.00,5.00,3.00,10.00,71.50,1.00,0.00,0.00,0.00,5.00,1.00,7.00,2.00,2.00,0.00,0.00,98.80,3.00,0.00,2.00,16.00,52.00
882.00,0,13.00,5.00,12.00,3.00,59.11,1.00,0.00,0.00,0.00,6.00,1.00,2.00,0.00,3.00,0.00,0.00,109.20,3.00,0.00,1.00,17.00,0.00
